"Id","item_id","class","name"
"106","01072049","equip","绿短鞋"
"107","04000015","material","刺蘑菇盖"
"108","01372005","equip","木制短杖"
"109","02000000_1","consume","红色药水（绑定）"
"110","02000003_1","consume","蓝色药水（绑定）"
"111","100000005","material","爱国福"
"112","100000006","material","富强福"
"113","100000007","material","和谐福"
"114","100000008","material","友善福"
"115","100000009","material","敬业福"
"116","100000010","consume","特制元宵"
"117","03010000","chair","休闲椅"
"118","04031161","material","旧螺丝钉"
"119","04031162","material","旧木板"
"120","04000020","material","野猪尖牙"
"121","04000024","material","火野猪尖牙"
"122","04000215","material","斧头"
"123","04000005","material","叶子"
"124","01042012","fashion","黄色滑雪服"
"125","01042013","fashion","绿色滑雪服"
"126","01042016","fashion","粉红滑雪服"
"127","01042017","fashion","淡蓝滑雪服"
"128","01040078","fashion","乖仔衣"
"129","01042029","fashion","三眼章鱼T恤"
"130","01042030","fashion","绿水灵T恤"
"131","01042031","fashion","花蘑菇T恤"
"132","100000011","consume","生日蛋糕"
"133","01302002","equip","海盗剑"
"134","01302003","equip","太阳剑"
"135","01302005","equip","武士刀"
"136","02430768","consume","装备栏扩展券"
"137","02430769","consume","消耗栏扩展券"
"138","02430770","consume","椅子栏扩展券"
"139","02430771","consume","材料栏扩展券"
"140","02430772","consume","时装栏扩展券"
"141","100000012","chair","小板凳"
"142","100000013","chair","赞助商椅子"
"143","01040015","equip","褐战士甲"
"144","01040038","equip","蓝战士甲"
"145","01040009","equip","铁胸甲"
"146","01040037","equip","青铜胸甲"
"147","01040012","equip","蓝军官铠甲"
"148","01040016","equip","紫矿军官铠甲"
"149","01040041","equip","黑军官铠甲"
"150","01040021","equip","红龙服"
"151","01040026","equip","绿龙服"
"152","01040039","equip","红军官铠甲"
"153","01040040","equip","银军官铠甲"
"154","01302008","equip","战剑"
"155","01372006","equip","高级木制短杖"
"156","01372002","equip","金属短杖"
"157","01372004","equip","冰精短杖"
"158","01372003","equip","锂矿短杖"
"159","01382000","equip","木制长杖"
"160","01382003","equip","蓝宝石长杖"
"161","01382005","equip","祖母绿长杖"
"162","01382004","equip","古树长杖"
"163","01382002","equip","法师长杖"
"164","01040004","equip","蓝修炼服"
"165","01040017","equip","灰修炼服"
"166","01040018","equip","黑伽蓝"
"167","01040019","equip","朱红伽蓝"
"168","01040020","equip","蓝伽蓝"
"169","01050008","equip","褐魔法袍"
"170","01050009","equip","蓝魔法袍"
"171","01050010","equip","绿魔法袍"
"172","01040036","equip","海魂衫"
"173","01050023","equip","蓝贤者之袍"
"174","01050024","equip","黄贤者之袍"
"175","01050025","equip","白贤者之袍"
"176","01050003","equip","蓝祭司长袍"
"177","01050026","equip","白祭司长袍"
"178","01050027","equip","黑祭司长袍"
"179","01050028","equip","绿祭司长袍"
"180","01452003","equip","钢铁弓"
"181","01452001","equip","打猎弓"
"182","01452000","equip","战斗弓"
"183","01462001","equip","弩弓"
"184","01462002","equip","战斗弩弓"
"185","01462003","equip","猎弩弓"
"186","01462000","equip","山羊弩"
"187","01040008","equip","褐旅行服"
"188","01040071","equip","草色旅行服"
"189","01040007","equip","绿连帽弓箭手服"
"190","01040011","equip","银连帽弓箭手服"
"191","01040003","equip","褐色皮甲"
"192","01040022","equip","绿打猎服"
"193","01040023","equip","黑打猎服"
"194","01040024","equip","蓝打猎服"
"195","01040025","equip","红打猎服"
"196","01040067","equip","绿浪人之服"
"197","01040068","equip","黑浪人之服"
"198","01040070","equip","蓝浪人之服"
"199","01062004","equip","绿色皮裤"
"200","01062002","equip","褐色皮制裤"
"201","01062006","equip","打猎裤"
"202","01060056","equip","绿浪人之裤"
"203","01060057","equip","黑浪人之裤"
"204","01060058","equip","红浪人之裤"
"205","01060059","equip","蓝浪人之裤"
"206","01072015","equip","褐硬皮鞋"
"207","01072059","equip","绿硬皮鞋"
"208","01072016","equip","绿软布鞋"
"209","01072060","equip","褐软布鞋"
"210","01072061","equip","蓝软布鞋"
"211","01072025","equip","鹿毛鞋"
"212","01072026","equip","兔毛鞋"
"213","01072067","equip","熊毛鞋"
"214","01072068","equip","狮子毛鞋"
"215","01072012","equip","红皮鞋"
"216","01072054","equip","朱红皮鞋"
"217","01072055","equip","粉红皮鞋"
"218","01072056","equip","蓝皮鞋"
"219","01072018","equip","蓝帆布鞋"
"220","01072064","equip","红帆布鞋"
"221","01040069","equip","红浪人之服"
"222","01041073","fashion","乖囡衣"
"223","01040119","fashion","乞丐服"
"224","01041072","fashion","西部牛仔上衣(女款)"
"225","01040077","fashion","西部牛仔上衣(男款)"
"226","01041090","fashion","粉红吊带背心"
"227","01040001","fashion","黑西装"
"228","01042023","fashion","蓝色便装"
"229","01042024","fashion","红色便装"
"230","01061112","fashion","粉红女便装裤"
"231","01062025","fashion","蓝便装裤"
"232","01062026","fashion","红便装裤"
"233","01040045","fashion","红色运动服"
"234","01040046","fashion","白色运动服"
"235","01040047","fashion","黑色运动服"
"236","01040051","fashion","青色运动服"
"237","01040052","fashion","绿色运动服"
"238","01040053","fashion","橙色运动服"
"239","01041046","fashion","粉红无袖衫"
"240","01472001","equip","钢铁拳套"
"241","01472004","equip","青铜指虎"
"242","01472007","equip","狼牙"
"243","01472008","equip","钢铁斗拳"
"244","01332000","equip","三角刃"
"245","01332002","equip","三指刃"
"246","01332013","equip","飞影刃"
"247","01332004","equip","双枝短刀"
"248","01332012","equip","水晶刃"
"249","01040031","equip","青梦"
"250","01040032","equip","红梦"
"251","01040033","equip","黑梦"
"252","01040034","equip","黑夜"
"253","01040035","equip","青夜"
"254","01040042","equip","蓝唐衫"
"255","01040043","equip","红唐衫"
"256","01040044","equip","黑唐衫"
"257","01040048","equip","褐敏捷之服"
"258","01040049","equip","蓝敏捷之服"
"259","01040050","equip","黑敏捷之服"
"260","01040057","equip","黑褐寂靜之服"
"261","01040058","equip","黑银寂靜之服"
"262","01040059","equip","红金寂靜之服"
"263","01040060","equip","银黑寂靜之服"
"264","01060021","equip","青梦裤"
"265","01060022","equip","红梦裤"
"266","01060023","equip","黑梦裤"
"267","01060024","equip","黑夜裤"
"268","01060025","equip","青夜裤"
"269","01060031","equip","蓝唐衫裤"
"270","01060032","equip","红唐衫裤"
"271","01060033","equip","黑唐衫裤"
"272","01060037","equip","黑褐敏捷之裤"
"273","01060038","equip","褐敏捷之裤"
"274","01060039","equip","黑敏捷之裤"
"275","01060043","equip","黑褐寂靜之裤"
"276","01060044","equip","黑银寂靜之裤"
"277","01060045","equip","红金寂靜之裤"
"278","01060046","equip","银黑寂靜之裤"
"279","01072070","equip","蓝冒险鞋"
"280","01072071","equip","褐冒险鞋"
"281","01072028","equip","白忍者涼鞋"
"282","01072029","equip","黄忍者涼鞋"
"283","01072030","equip","蓝忍者涼鞋"
"284","01072031","equip","红忍者涼鞋"
"285","01072022","equip","黑漆皮鞋"
"286","01072065","equip","红漆皮鞋"
"287","01072066","equip","蓝漆皮鞋"
"288","01442013","equip","沧海雪板"
"289","02070001","consume","回旋镖"
"290","04000034","material","蛇皮"
"291","04000007","material","火独眼兽之尾"
"292","04000008","material","道符"
"293","04000013","material","风独眼兽之尾"
"294","04000014","material","龙的头骨"
"295","04000023","material","冰独眼兽之尾"
"296","04000025","material","没名字"
"297","04000026","material","没名字"
"298","04000027","material","怪猫的眼"
"299","04000028","material","月牙牛魔王的角"
"300","04000030","material","龙皮"
"301","04000031","material","诅咒娃娃"
"302","04000032","material","鳄鱼皮"
"303","04000033","material","黑鳄鱼皮"
"304","04000035","material","桌布"
"305","04000036","material","奇妙的药"
"306","04000037","material","蓝水灵大水珠"
"307","04000038","material","没名字"
"308","04003004","material","粗羽毛"
"309","100000014","consume","枫之息精品粽"
"310","100000015","consume","冒险扶持包（7天）"
"311","100000016","material","初级双倍经验药水"
"312","100000017","material","中级双倍经验药水"
"313","100000018","material","高级双倍经验药水"
"314","100000020","quest","小队训练场副本币"
"315","100000021","material","顺风包裹"
"316","01452005","equip","雷电"
"317","01382017","equip","金轮杖"
"318","02070002","consume","黑色利刃"
"319","02070003","consume","雪花镖"
"320","02070004","consume","黑色刺"
"321","02070005","consume","金钱镖"
"322","02070006","consume","齿轮镖"
"323","02070007","consume","月牙镖"
"324","04000040","material","蘑菇王芽孢"
"325","04000068","material","蝴蝶精的触角"
"326","04031003","quest","镜子"
"327","04000954","material","淡黄色绿蘑菇盖"
"328","04031013","quest","黑珠"
"329","04031008","quest","武术教练的信件"
"330","04031009","quest","汉斯的信件"
"331","04031010","quest","赫丽娜的信件"
"332","04031011","quest","达克鲁的信件"
"333","02000001_1","consume","橙色药水（绑定）"
"334","02000002_1","consume","白色药水（绑定）"
"335","01050001","equip","褐贤者之袍"
"336","04001007","quest","证书"
"337","04001008","quest","通行证"
"338","100000019","consume","活力药水"
"339","01402014","equip","温度计"
"340","04000022","material","石块"
"341","100000022","consume","福袋"
"342","100000023","consume","温度计之种"
"343","100000024","consume","修炼果"
"344","100000025","consume","枫之息莲蓉月饼"
"345","02000006","consume","蓝色神水"
"346","04000042","material","蝙蝠翅膀"
"347","04000067","material","幼魔精灵的角"
"348","02001526","consume","矿泉水"
"349","02003000","consume","生命恢复药水"
"350","01041005","fashion","没名字"
"351","01040005","fashion","橙色棒球服"
"352","01040124","fashion","英格兰T恤"
"353","01040125","fashion","绿夹克装"
"354","01040126","fashion","黄蛋糕吊带"
"355","01040127","fashion","蓝心背心"
"356","01040128","fashion","田径背心"
"357","01040129","fashion","红颓废西装"
"358","01040130","fashion","绿领带颓废西装"
"359","01040131","fashion","粉领带颓废西装"
"360","01040132","fashion","椰树背心"
"361","01040133","fashion","蓝居家服"
"362","01040134","fashion","黄蓝羽绒服"
"363","01040135","fashion","肌肉人"
"364","01040137","fashion","熔岩上装-男款"
"365","01040138","fashion","冰凌上装-男款"
"366","01041138","fashion","熔岩上装-女款"
"367","01041139","fashion","冰凌上装-女款"
"368","01060114","fashion","苹果牛仔裤"
"369","01060116","fashion","迷彩沙滩裤"
"370","01060117","fashion","红沙滩裤"
"371","01060118","fashion","黄蓝羽绒裤"
"372","01060119","fashion","牛仔小迷你"
"373","01060120","fashion","熔岩皮裤"
"374","01060121","fashion","冰凌皮裤"
"375","01060126","fashion","巨星摩登裤子"
"376","04000176","material","毒菇"
"377","100000026","consume","金币箱"
"378","100000027","quest","天空码头代币"
"379","01452006","equip","火焰之弓"
"380","100000028","quest","南瓜币"
"381","01462004","equip","鹰弩"
"382","01372001","equip","法师短杖"
"383","01382018","equip","翡翠之杖"
"384","01472011","equip","青铜守护拳套"
"385","01332014","equip","暗影刃"
"386","01302004","equip","弯刀"
"387","04010000","material","青铜母矿"
"388","04010001","material","钢铁母矿"
"389","04010002","material","锂矿石母矿"
"390","04010003","material","朱矿石母矿"
"391","04010004","material","银的母矿"
"392","04010005","material","紫矿石母矿"
"393","04010006","material","黄金母矿"
"394","04010007","material","锂母矿"
"395","04011000","material","青铜块"
"396","04011001","material","钢铁块"
"397","04011002","material","锂矿石块"
"398","04011003","material","朱矿石"
"399","04011004","material","银块"
"400","04011005","material","紫矿石块"
"401","04011006","material","金块"
"402","04011007","material","月石"
"403","04011008","material","锂"
"404","04020000","material","石榴石母矿"
"405","04020001","material","紫水晶母矿"
"406","04020002","material","海蓝石母矿"
"407","04020003","material","祖母绿母矿"
"408","04020004","material","蛋白石母矿"
"409","04020005","material","蓝宝石母矿"
"410","04020006","material","黄晶母矿"
"411","04020007","material","钻石母矿"
"412","04020008","material","黑水晶母矿"
"413","04020009","material","时间碎片"
"414","04021000","material","石榴石"
"415","04021001","material","紫水晶"
"416","04021002","material","海蓝石"
"417","04021003","material","祖母绿"
"418","04021004","material","蛋白石"
"419","04021005","material","蓝宝石"
"420","04021006","material","黄晶"
"421","04021007","material","钻石"
"422","04021008","material","黑水晶"
"423","04021009","material","星石"
"424","04021010","material","时间之石"
"425","100000029","consume","材料栏扩展券（绑定）"
"426","03010501","chair","万圣节椅子"
"427","100000030","consume","经验加成卡(3分钟)"
"428","100000031","consume","经验加成卡(10分钟)"
"429","01702002","fashion","褐色玩具弹弓"
"430","01702004","fashion","天使星星棒"
"431","01702009","fashion","虎爪拳套"
"432","01072084","equip","蓝追击鞋"
"433","01072085","equip","红追击鞋"
"434","01072086","equip","绿追击鞋"
"435","01072087","equip","黑追击鞋"
"436","01072032","equip","青铜链鞋"
"437","01072033","equip","钢铁链鞋"
"438","01072035","equip","银链鞋"
"439","01072035_1","equip","精制银链鞋"
"440","01072036","equip","金链鞋"
"441","100000032","material","森林宾馆普通桑拿房卡"
"442","100000033","material","森林宾馆高级桑拿房卡"
"443","04031014","quest","特制烤鳗鱼"
"444","04031015","quest","新鲜的牛奶"
"445","100000034","consume","桑拿服包装盒"
"446","01051017","equip","至尊套服"
"447","01050018","equip","萌新套服"
"448","04031016","quest","神秘书"
"449","100000101","consume","普通武器攻击力卷轴"
"450","100000102","consume","稀有武器攻击力卷轴"
"451","100000103","consume","卓越武器攻击力卷轴"
"452","100000104","consume","没名字"
"453","100000105","consume","没名字"
"454","100000106","consume","没名字"
"455","100000107","consume","没名字"
"456","100000108","consume","没名字"
"457","100000109","consume","没名字"
"458","100000110","consume","没名字"
"459","100000201","consume","普通铠甲防御卷轴"
"460","100000202","consume","稀有铠甲防御卷轴"
"461","100000203","consume","卓越铠甲防御卷轴"
"462","100000204","consume","没名字"
"463","100000205","consume","没名字"
"464","100000206","consume","没名字"
"465","100000207","consume","没名字"
"466","100000208","consume","没名字"
"467","100000209","consume","没名字"
"468","100000210","consume","没名字"
"469","100000301","consume","普通鞋子迅捷卷轴"
"470","100000302","consume","稀有鞋子迅捷卷轴"
"471","100000303","consume","卓越鞋子迅捷卷轴"
"472","100000304","consume","没名字"
"473","100000305","consume","没名字"
"474","100000306","consume","没名字"
"475","100000307","consume","没名字"
"476","100000308","consume","没名字"
"477","100000309","consume","没名字"
"478","100000310","consume","没名字"
"479","100000401","consume","没名字"
"480","100000402","consume","没名字"
"481","100000403","consume","没名字"
"482","100000404","consume","没名字"
"483","100000405","consume","没名字"
"484","100000406","consume","没名字"
"485","100000407","consume","没名字"
"486","100000408","consume","没名字"
"487","100000409","consume","没名字"
"488","100000410","consume","没名字"
"489","100000501","consume","没名字"
"490","100000502","consume","没名字"
"491","100000503","consume","没名字"
"492","100000504","consume","没名字"
"493","100000505","consume","没名字"
"494","100000506","consume","没名字"
"495","100000507","consume","没名字"
"496","100000508","consume","没名字"
"497","100000509","consume","没名字"
"498","100000510","consume","没名字"
"499","100000601","consume","普通鞋子体力卷轴"
"500","100000602","consume","稀有鞋子体力卷轴"
"501","100000603","consume","卓越鞋子体力卷轴"
"502","100000604","consume","4级鞋子体力卷轴"
"503","100000605","consume","5级鞋子体力卷轴"
"504","100000606","consume","6级鞋子体力卷轴"
"505","100000607","consume","7级鞋子体力卷轴"
"506","100000608","consume","8级鞋子体力卷轴"
"507","100000609","consume","9级鞋子体力卷轴"
"508","100000610","consume","10级鞋子体力卷轴"
"509","100000035","material","图里卡斯卷轴会员卡"
"510","100000036","material","芝士蘑菇盖"
"511","04050000","material","普通理发卡卡"
"512","02633023","material","皇家理发卡"
"513","04050002","material","限定特殊理发卡"
"514","02012000","consume","龙血"
"515","02012003","consume","龙肉"
"516","100000700","consume","记忆者的武器攻击力卷轴"
"517","04036087","quest","被污染的礼物"
"518","01070108","fashion","圣诞鞋"
"519","01051131","fashion","圣诞服女装"
"520","01052868","fashion","圣诞服男装"
"521","100000037","consume","消耗栏扩展券（绑定）"
"522","100000038","consume","装备栏扩展券（绑定）"
"523","04000046","material","长枪牛魔王之角"
"524","01372000","equip","妖精短杖"
"525","01442009","equip","月牙戟"
"526","01382019","equip","护法之杖"
"527","01472014","equip","钢铁护腕"
"528","01332011","equip","刺客短刀"
"529","01462005","equip","双弦弩"
"530","01302009","equip","黄沙之剑"
"531","01452007","equip","暴风弓"
"532","04031213","material","怪猫的灵魂石"
"533","04031214","material","月牙牛魔王的灵魂石"
"534","04031215","material","长枪牛魔王的灵魂石"
"535","04031216","material","蝙蝠怪的灵魂石"
"536","100000039","material","消毒剂"
"537","100000040","consume","绿色药水"
"538","04025005","material","空瓶子"
"539","01072000","equip","黄金月长靴"
"540","01072107","equip","红流星鞋"
"541","01072117","equip","黑月鞋"
"542","01072121","equip","蓝精灵鞋"
"543","01060000","equip","黑金裤"
"544","01060068","equip","黑贵族裤"
"545","01060072","equip","沧海之裤"
"546","01050036","equip","红强化长袍"
"547","01040000","equip","黄金铠甲"
"548","01040083","equip","沧海之影"
"549","01040080","equip","黑贵族之服"
"550","04052000","material","整形手术卡"
"551","01072114","equip","红月鞋"
"552","01072115","equip","蓝月鞋"
"553","01072116","equip","黄月鞋"
"554","01060050","equip","蓝暗影之裤"
"555","01040061","equip","绿暗影之服"
"556","01060074","equip","白金裤"
"557","01072108","equip","绿流星鞋"
"558","01051030","equip","黑妖精礼服"
"559","01051037","equip","蓝贵族礼服"
"560","01040089","equip","黑板金铠甲"
"561","01060078","equip","黑板金裤"
"562","01041077","equip","紫月"
"563","01061076","equip","紫月裤"
"564","01382006","equip","白龙之杖"
"565","01442025","equip","青龙偃月刀"
"566","01332031","equip","龙刃"
"567","01050046","equip","红魔法战士衣"
"568","01051038","equip","绿贵族礼服"
"569","01041079","equip","黄月"
"570","01061078","equip","黄月裤"
"571","01040098","equip","白飞影之服"
"572","01060087","equip","白飞影之裤"
"573","01052119","equip","扎昆套服"
"574","01072143","equip","绿黄金风"
"575","01041080","equip","赤月"
"576","01050048","equip","白魔法战士衣"
"577","01041091","equip","绿钢玉铠甲"
"578","01061090","equip","绿钢玉裙"
"579","01040084","equip","黑暗之影"
"580","01072303","equip","头目靴"
"581","01452016","equip","漂云之弓"
"582","01050047","equip","朱红魔法战士衣"
"583","01040095","equip","青阳"
"584","01060084","equip","青阳裤"
"585","01041087","equip","红将军铠甲"
"586","01061086","equip","红将军裤"
"587","01051045","equip","红神圣服"
"588","01050060","equip","赤旋风甲"
"589","01072148","equip","紫十字鞋"
"590","01442010","equip","方天戟"
"591","01051054","equip","褐天上之衣(女款)"
"592","01072154","equip","蓝飞魂鞋"
"593","01041103","equip","红朱雀之甲"
"594","01061102","equip","红朱雀之裤"
"595","01041093","equip","蓝钢玉铠甲"
"596","01061092","equip","蓝钢玉裙"
"597","01040100","equip","黑飞影之服"
"598","01060089","equip","黑飞影之裤"
"599","01050067","equip","蓝天上之衣(男款)"
"600","01051055","equip","黑天上之衣(女款)"
"601","01051064","equip","绿飘云之衣"
"602","01072163","equip","红龙皮鞋"
"603","01452009","equip","赤神弓"
"604","01472026","equip","红闪电甲"
"605","01072184","equip","绿飞翼鞋"
"606","01442016","equip","黑雪板"
"607","01051047","equip","黑神圣服"
"608","01452011","equip","黄神弓"
"609","01072167","equip","黑箭魂鞋"
"610","01051063","equip","褐飘云之衣"
"611","01382010","equip","死灵法杖"
"612","01051056","equip","绿神仙之服(女款)"
"613","01050077","equip","绿宫衣(男款)"
"614","01072211","equip","蓝宝石靴"
"615","01442014","equip","银雪板"
"616","01382007","equip","魔灵之翼"
"617","01462009","equip","破天弩弓"
"618","01442008","equip","黄龙刀"
"619","01302012","equip","火焰刀"
"620","01332018","equip","凤凰刃"
"621","01332019","equip","金刚刃"
"622","01452015","equip","玄武弓"
"623","011100000","equip","白银力量戒指"
"624","011100001","equip","白银智力戒指"
"625","011100002","equip","白银敏捷戒指"
"626","011100003","equip","白银运气戒指"
"627","011100004","equip","黄金力量戒指"
"628","011100005","equip","黄金智力戒指"
"629","011100006","equip","黄金敏捷戒指"
"630","011100007","equip","黄金运气戒指"
"631","011100008","equip","多蓝之戒"
"632","04001261","quest","蝙蝠怪的皮碎片"
"633","100000041","quest","蝙蝠怪封印积分"
"634","02040728","consume","蝙蝠怪的皮鞋伤害卷轴"
"635","02040729","consume","蝙蝠怪的皮鞋保护卷轴"
"636","02040730","consume","蝙蝠怪的皮鞋体力卷轴"
"637","02040731","consume","蝙蝠怪的皮鞋恢复卷轴"
"638","02040732","consume","蝙蝠怪的皮鞋保护卷轴"
"639","02040733","consume","蝙蝠怪的皮鞋体力卷轴"
"640","02040734","consume","蝙蝠怪的皮鞋防御卷轴"
"641","02040735","consume","蝙蝠怪的皮鞋魔抗卷轴"
"642","02040736","consume","蝙蝠怪的皮鞋全能卷轴"
"643","01072375","equip","蝙蝠怪的皮鞋"
"644","04003000","material","螺丝钉"
"645","04003001","material","加工木材"
"646","04001004","quest","酋长的地契"
"647","02350002","consume","角色改名卡"
"648","01702000","fashion","星战激光剑"
"649","01702001","fashion","玫瑰花束"
"650","04031005","quest","变异蘑菇的血"
"651","04031006","quest","奇怪的药"
"652","04031004","quest","闪耀的石头"
"653","01002026","equip","褐色斗笠"
"654","01702003","fashion","蓝色玩具弹弓"
"655","04000622","material","蓝蝴蝶结"
"656","04000667","material","黄色海星腿"
"657","04000668","material","生气的海星腿"
"658","04000669","material","水母身体"
"659","04000670","material","冰水母身体"
"660","04000043","material","红螃蟹钳"
"661","04000044","material","青螃蟹钳"
"662","04000045","material","乌龟壳"
"663","04033010","quest","便当"
"664","04033018","quest","阿别的眼镜"
"665","04033011","quest","谢拉王子的礼物"
"666","04033012","quest","黑暗气息"
"667","04033014","quest","木妖眼珠"
"668","04000136","material","椰子果"
"669","02022258","consume","椰汁"
"670","04033013","quest","胶水"
"671","04032250","quest","莫名的纸条"
"672","04000185","material","寒冰背部骨"
"673","04000186","material","黑龙之角"
"674","04031212","quest","阴森气息"
"675","01060083","equip","赤阳裤"
"676","01060085","equip","黄阳裤"
"677","01060086","equip","绿阳裤"
"678","01040094","equip","赤阳"
"679","01040096","equip","黄阳"
"680","01040097","equip","绿阳"
"681","01041084","equip","红镇月铠甲"
"682","01041085","equip","黄镇月铠甲"
"683","01041086","equip","黑镇月铠甲"
"684","01061083","equip","红镇月裙"
"685","01061084","equip","黄镇月裙"
"686","01040090","equip","绿钢玉铠甲"
"687","01040091","equip","红钢玉铠甲"
"688","01040092","equip","蓝钢玉铠甲"
"689","01040093","equip","黑钢玉铠甲"
"690","01060079","equip","绿钢玉裤"
"691","01060080","equip","红钢玉裤"
"692","01060081","equip","蓝钢玉裤"
"693","01060082","equip","黑钢金裤"
"694","01051041","equip","赤草露"
"695","01051042","equip","蓝草露"
"696","01051043","equip","黄草露"
"697","01051044","equip","蓝神圣服"
"698","01051046","equip","白神圣服"
"699","01072157","equip","蓝水晶凉鞋"
"700","01072158","equip","红水晶凉鞋"
"701","01072159","equip","褐水晶凉鞋"
"702","01072160","equip","金水晶凉鞋"
"703","01462008","equip","黄金弩"
"704","01002210","equip","黄黑太阳帽"
"705","01002207","equip","红黑太阳帽"
"706","01002208","equip","蓝黑太阳帽"
"707","01002209","equip","绿黑太阳帽"
"708","01002242","equip","红和平之帽"
"709","01002243","equip","蓝和平之帽"
"710","01002244","equip","绿和平之帽"
"711","01002245","equip","白和平之帽"
"712","01002246","equip","黑和平之帽"
"713","01002247","equip","青铜忍者头巾"
"714","01002248","equip","银忍者头巾"
"715","01002249","equip","黑忍者头巾"
"716","01432007","equip","银龙枪"
"717","01041097","equip","蓝暴风甲"
"718","01041101","equip","蓝朱雀之甲"
"719","01061100","equip","蓝朱雀之裤"
"720","01061096","equip","蓝暴风裤"
"721","01072172","equip","绿飞影鞋"
"722","01052122","equip","保镖服"
"723","01072173","equip","红飞影鞋"
"724","01072174","equip","黑飞影鞋"
"725","04001000","quest","玻璃鞋"
"726","04003002","quest","冰块"
"727","04003003","quest","妖精之翼"
"728","01000000","fashion","青毛线帽"
"729","01000001","fashion","黑福巾"
"730","01000002","fashion","青福巾"
"731","01000003","fashion","鬼面具"
"732","01000004","fashion","青年帽"
"733","01000006","fashion","日式男发套"
"734","01000007","fashion","高丽帽"
"735","01000008","fashion","中年帽"
"736","01000009","fashion","红鹰钢盔"
